input_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
lower a string `text` and remove non-alphanumeric characters aside from space,remove special characters from string `text` using regex,Remove all non - alphanumeric characters from the string.,0.5,0.6,1
increment a value with leading zeroes in a number `x`,get the length of a list `x`,Returns a string of the length of x.,0.23529411764705882,0.22222222222222224,1
"decode string ""\\x89\\n"" into a normal string",convert a string `my_string` with proper bom representations,Returns a string with the escaped characters.,0.35294117647058826,0.26666666666666666,1
remove the fragment identifier `#something` from a url `http://www.address.com/something#something`,add a url to a url `http://www.address.com/file.gz`,URL - DEFRAG,0.4615384615384615,0.125,1
remove newline in string 'Unix EOL\n' on the right side,trim whitespace (including tabs) in `Unix EOL\n`,Unix EOL.,0.4210526315789474,0.3076923076923077,1
create a list containing the multiplication of each elements at the same index of list `lista` and list `listb`,multiply each value in list `a` and list `b`,Returns a list of the product of two numbers.,0.35714285714285715,0.35714285714285715,1
numpy concatenate two arrays `a` and `b` along the first axis,append array `a` to array `b`,Array constructor.,0.23529411764705885,0.0,1
list the contents of a directory '/home/username/www/',List all subdirectories in the directory '/home/username/www/username/username/www/,List all www folders,0.5714285714285715,0.30769230769230765,1
call bash command 'tar c my_dir | md5sum' with pipe,call a function `my_dir` with arguments `c` and `md5`,tar c my_dir md5,0.5,0.5333333333333333,1
divide the members of a list `conversions` by the corresponding members of another list `trials`,divide each element in list `a` by its elements,Calculate the average of the values of the values.,0.33333333333333337,0.33333333333333337,1
set the font 'Purisa' of size 12 for a canvas' text item `k`,create a text object with font `random` as `font` and font `,Create a text element at x y,0.24999999999999994,0.2,1
"check if string `test.mp3` ends with one of the strings from a tuple `('.mp3', '.avi')`",split string `test.mp3` into separate strings,Test if the file is mp3,0.34782608695652173,0.36363636363636365,1
concatenate sequence of numpy arrays  `LIST` into a one dimensional array along the first axis,Concatenate a list of numpy arrays `list` into a numpy array,Concatenate a list of numpy arrays.,0.6153846153846153,0.5714285714285715,1
Change the current directory one level up,change the mode of file '..' to directory 'apps',Change the working directory to..,0.39999999999999997,0.5,1
"Resample dataframe `frame` to resolution of 1 hour `1H` for timeseries index, summing values in the column `radiation` averaging those in column `tamb`",resample a frame `frame` into a 3-digit count,Resample the frame to a single hour and return the result as a float.,0.125,0.27027027027027023,1
"Check the status code of url ""http://www.stackoverflow.com""",extract a url from a string 'http://www.stackoverflow.com/file.gz',URL - safe request.,0.45454545454545453,0.15384615384615383,1
swap keys with values in a dictionary `a`,get rid of None values in dictionary `kwargs`,Returns a new dictionary with all keys and values.,0.375,0.5882352941176471,1
define global variable `something` with value `bob`,declare a global variable'something' with name 'bob',Set something to bob,0.6666666666666666,0.36363636363636365,1
plot logarithmic axes with matplotlib,change the y-axis of plot `ax` to be the inverse of the log,Set the y - scale of the axis.,0.10526315789473682,0.0,1
get index of rows in column 'BoolCol',select all rows in a dataframe `df` where the value of column 'BoolCol' is,Bool Columenation,0.4761904761904762,0.0,1
get multiple integer values from a string 'string1',extract floating number from string `s`,Returns an array of all integer values in the string.,0.28571428571428575,0.33333333333333326,1
Filter a dictionary `d` to remove keys with value 'None' and replace other values with 'updated',convert a dictionary of pairs `d` into a flat dictionary by concatenating nested values with the,d = > updated,0.3125,0.2222222222222222,1
Filter queryset for all objects in Django model `MyModel` where texts length are greater than `254`,filter Django objects by `MyModel` matching text that matches the pattern '^.{1}D,Return all the objects that are text,0.27586206896551724,0.26086956521739124,1
Create a dictionary `d` from list of key value pairs `iterable`,create a dictionary `d` containing the values of the first element of each tuple in list `,Returns a new map with all keys and values.,0.4444444444444444,0.09999999999999999,1
remove newline in string 'Windows EOL\r\n' on the right side,trim whitespace (including tabs) in `Windows EOL\r\n`,Windows EOL \ r \ n,0.4761904761904762,0.5,1
select a substring of `s` beginning at `beginning` of length `LENGTH`,remove all `beginning` bytes from a string `s`,Remove the end of the string.,0.3157894736842105,0.11764705882352942,1
Call a base class's class method `do` from derived class `Derived`,call base class's doubstitute method from a list `a`,Do the derived operation.,0.6363636363636365,0.25,1
change legend size to 'x-small' in upper-left location,make matplotlib plot legend with font size `2` in matplotlib,Plot a legend on the plot.,0.3,0.125,1
Join pandas data frame `frame_1` and `frame_2` with left join by `county_ID` and right join by `countyid`,Join data from dataframe `frame_1` with data from dataframe `frame_2`,merge two frames,0.4375,0.0,1
"remove a substring "".com"" from the end of string `url`",check if a url ends with a username '.com',If url ends with. com then it is a no - op.,0.3157894736842105,0.28571428571428564,1
read csv file 'myfile.csv' into array,"generate a list of items from csv file'myfile.csv' using delimiter ','",Generate a numpy array from a CSV file.,0.4210526315789474,0.39999999999999997,2
Create new matrix object  by concatenating data from matrix A and matrix B,concatenate a numpy array `A` with another numpy array `B`,Concatenate two arrays.,0.17391304347826086,0.0,2
find the index of sub string 's' in string `str` starting from index 11,find string's' in a string `str`,returns the first s,0.5714285714285714,0.22222222222222224,2
formate each string cin list `elements` into pattern '%{0}%',Convert a list `element` to a string,List of elements to be displayed.,0.25,0.26666666666666666,2
regular expression syntax for not to match anything,Validate IP address using Regex,Re gex.,0.0,0.0,2
print a string using multiple strings `name` and `score`,print a string of characters `is` with two spaces `a` and `b`,Print total score for a given model,0.380952380952381,0.375,2
obtain the current day of the week in a 3 letter format from a datetime object,get current date and time in a string format,Returns the current time as a string.,0.32,0.26086956521739124,2
check if object `obj` is a string,check if an object `obj` is an instance of `str`,Checks if obj is an instance of str.,0.588235294117647,0.39999999999999997,2
"sort a nested list by the inverse of element 2, then by element 1",sort a list of integers `l` by the first value,sorts a list of integers,0.5,0.3157894736842105,2
extract date from a string 'monkey 2010-07-32 love banana',parse string'monkey 2010-07-32lo' into datetime,2016 - 07 - 32,0.4210526315789474,0.28571428571428575,2
Filter Django objects by `author` with ids `1` and `2`,filter the objects in django model `Book` by id `1`,Get all Books with the most recent author.,0.5,0.22222222222222224,2
Convert a string to integer with decimal in Python,convert string `s` with dot and comma into int,Convert a string like 1. 2. 3. 4. 5 to an int.,0.3333333333333333,0.380952380952381,2
"print the string `Total score for`, the value of the variable `name`, the string `is` and the value of the variable `score` in one print call.","get the score value for key `name` in list `['Total score for', 'is",Print the total score for the current node.,0.46153846153846156,0.3529411764705882,2
sort list `bar` by each element's attribute `attrb1` and attribute `attrb2` in reverse order,sort a list of objects `bar` by the `attr` attribute,Sort bar by attribute,0.4,0.4210526315789474,2
Write a string `My String` to a file `file` including new line character,Write a file `My String\n` to a file `file`,Write My String to File,0.6956521739130435,0.5555555555555556,2
save numpy array `x` into text file 'test.txt',write the contents of numpy array `x` into text file 'test.txt',test. txt,0.761904761904762,0.3636363636363636,2
create a list containing elements of list `a` if the sum of the element is greater than 10,remove all items in list `a` that summing values greater than `10`,Returns a list of items with a maximum sum of 10.,0.33333333333333337,0.4827586206896552,2
encode string `data` as `hex`,encode string `data` as hex string,Encode data to hex,0.9090909090909091,0.6666666666666665,2
