input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
df.iloc[np.flatnonzero(df['BoolCol'])],Create a list containing the indexes of rows where the value of column 'BoolCol' in dataframe `df` are equal to True,select all rows in a column 'Bool' from a dataframe `df` where the value of,Return a DataFrame of all boolean values in the DataFrame.,0.5555555555555556,0.3225806451612903,1
'{0:.2f}'.format(13.95),limit float 13.949999999999999 to two decimal points,convert a string `13.95` to a float number,A measure of the number of days in the year.,0.35294117647058826,0.0,1
a.shape,get the dimensions of numpy array `a`,get the size of array `a`,a. shape,0.7692307692307692,0.22222222222222224,1
"list.sort(key=lambda item: item['date'], reverse=True)",sort a list of dictionary values by 'date' in reverse order,sort a list of dictionaries by the value of key 'date',sort list by date,0.5454545454545454,0.5333333333333333,1
datetime.datetime.now().strftime('%Y-%m-%d %H:%M:%S'),Formate current date and time to a string using pattern '%Y-%m-%d %H:%M:%S',convert datetime object to string using format '%Y-%m-%,Returns the current date in YYYY - MM - DD format.,0.39999999999999997,0.16,1
' Hello '.strip(),"trim string "" Hello """,trim whitespace (including tabs) in string `Hello`,Hello. strip,0.6,0.4,1
s[:4] + '-' + s[4:],add string `-` in `4th` position of a string `s`,convert a list of characters `s` to a string using the format of four characters,Returns a date formatted as YYYY - MM - DD.,0.33333333333333337,0.11764705882352941,1
"isinstance(x, int)",check if `x` is an integer,check if type of variable `x` is an integer,Returns true if x is an instance of int.,0.8,0.5333333333333333,1
"subprocess.call(['python.exe', 'hello.py', 'htmlfilename.htm'])",run script 'hello.py' with argument 'htmlfilename.htm' on terminal using python executable,execute a command `hello.exe` in python script `python.exe`,Call hello in a subprocess,0.2608695652173913,0.1111111111111111,1
os.listdir('path'),list all the contents of the directory 'path'.,list all subdirectories in a directory `path`,List all the paths in the system,0.5333333333333333,0.5333333333333333,1
"p = Popen(['grep', 'f'], stdout=PIPE, stdin=PIPE, stderr=STDOUT)
grep_stdout = p.communicate(input='one\ntwo\nthree\nfour\nfive\nsix\n')[0]",set the stdin of the process 'grep f' to be b'one\ntwo\nthree\nfour\nfive\nsix\n',execute a command `grep` in the command prompt to get output of the command,Greps all files in the current working directory.,0.31250000000000006,0.07692307692307691,1
"re.findall('Test([0-9.]*[0-9]+)', text)",Find all numbers and dots from a string `text` using regex,extract only letters from a string `Test([0-9.]*` using regex,Find all test strings in the current document.,0.45454545454545453,0.2105263157894737,1
"psutil.cpu_percent()
psutil.virtual_memory()",get current CPU and RAM usage,get the current cpu's percent value,CPU percentages of virtual system,0.4615384615384615,0.1818181818181818,1
N.shape(a),get the dimensions of array `a`,get the size of array `a`,N. shape,0.8333333333333334,0.0,1
"list(map(int, ['1', '2', '3']))",convert list with str into list with int,"convert a list of strings `['1', '2', '3', '4', '",List of integers.,0.23529411764705882,0.18181818181818182,1
new_list = [x[:] for x in old_list],Copy list `old_list` and name it `new_list`,remove elements from list `old_list` that have been removed from list `new_list,This function is called when the list is changed.,0.43478260869565216,0.1111111111111111,1
"item = re.sub(' \\(\\w+\\)', '', item)",Remove all data inside parenthesis in string `item`,remove duplicate instances of a character '*' from a string `item`,Remove all non - word characters from item,0.33333333333333326,0.39999999999999997,1
(trace_df['ratio'] > 0).mean(),get proportion of rows in dataframe `trace_df` whose values for column `ratio` are greater than 0,calculate mean across rows of dataframe `trace_df`,Returns the mean ratio of the traces,0.4,0.16666666666666666,1
numpy.where((x == 0))[0],Find indices of elements equal to zero from numpy array `x`,find the index of a value in array `x` where the value of the first element is,Returns the value of the first element of the array.,0.2857142857142857,0.1904761904761905,1
"linsolve(Matrix(([1, 1, 1, 1], [1, 1, 2, 3])), (x, y, z))","sympy solve matrix of linear equations `(([1, 1, 1, 1], [1, 1, 2, 3]))` with variables `(x, y, z)`","convert a list of tuples `[1, 1, 1, 2, 3, 4]",Solves a linear system with a 2x2 matrix.,0.39999999999999997,0.22222222222222218,1
"re.sub('[^\\w]', ' ', s)",remove symbols from a string `s`,replace everything that is not a letter in string `s`,Remove all non - word characters from a string,0.37499999999999994,0.5714285714285715,1
float('{0:.2f}'.format(13.95)),limit float 13.949999999999999 to two decimal points,convert a string `13.2` to a float number,Returns a float value of 13 degrees.,0.35294117647058826,0.26666666666666666,1
numpy.array(a)[0].tolist(),Convert the first row of numpy matrix `a` to a list,generate a list of all unique elements in a numpy array `a`,Returns the first element of a.,0.43478260869565216,0.4705882352941177,1
"values = np.array([i for i in range(100)], dtype=np.float64)",assign an array of floats in range from 0 to 100 to a variable `values`,create a array containing the indices of 100 elements in array `values`,The values of the histogram,0.4444444444444445,0.2,1
logging.info('date={}'.format(date)),Log message of level 'info' with value of `date` in the message,Log a date string `date` with string formatting,Log the date.,0.3,0.4,1
print([key for key in d if d[key] == 1]),get keys with same value in dictionary `d`,get a list of all keys from a dictionary `d` where the value of the key is,Print out all keys that are not null.,0.4,0.125,1
config_file = os.path.expanduser('~/foo.ini'),get file '~/foo.ini',get a file `config_file` with mode '~/folder/folder/folder/,Set the config file to use for the config file.,0.28571428571428575,0.14285714285714288,1
"df['BrandName'].replace(['ABC', 'AB'], 'A')",replacing 'ABC' and 'AB' values in column 'BrandName' of dataframe `df` with 'A',replace column 'BrandName' with 'AB' in dataframe `df`,2016 - 08 - 15,0.6666666666666667,0.0,1
datetime.datetime.time(datetime.datetime.now()),get current time,convert datetime object to a datetime object,Returns the current time.,0.0,0.5714285714285715,1
df = df.set_index(['TRX_DATE']),Set index equal to field 'TRX_DATE' in dataframe `df`,set dataframe `df` index to `TRX_DATE` in dataframe `df`,Returns a DataFrame with the TRX_DATE columns set to the current date.,0.8000000000000002,0.4347826086956522,1
os.path.join(*x.split(os.path.sep)[2:]),remove first directory from path '/First/Second/Third/Fourth/Fifth',get a relative path of a directory `x`,os. path. join,0.22222222222222224,0.15384615384615383,1
[next(it) for _ in range(n)],create a list containing the `n` next values of generator `it`,get a list of next elements in list `it`,Returns the next n elements in the iterator.,0.5,0.3157894736842105,1
"re.search('\\bis\\b', your_string)",Python regular expression match whole word,search for occurrences of regex pattern `is` in string `your_string`,Returns true if the string is a valid is,0.0,0.0,1
li1.sort(key=lambda x: not x.startswith('b.')),What is the best way to sort list with custom sorting parameters in Python?,sort list `li1` based on values of dictionary `myDictionary`,sorts the list of items in ascending order,0.17391304347826086,0.2727272727272727,1
"sorted(list(range(len(a))), key=lambda i: a[i], reverse=True)[:2]",get the indexes of the largest `2` values from a list of integers `a`,Sort list `a` in ascending order based on the length of its elements,Returns a sorted list of the elements in a.,0.29629629629629634,0.43478260869565216,1
np.diag(np.rot90(array)),get the opposite diagonal of a numpy array `array`,get the diagonal of a 1-dimensional array `array`,Rot90 rotation matrix,0.7777777777777778,0.0,1
apple.decode('iso-8859-1').encode('utf8'),convert string `apple` from iso-8859-1/latin1 to utf-8,convert unicode string `apple` to ascii,Convert to Aple - encoded string.,0.4705882352941177,0.37499999999999994,1
bin(ord('P')),Convert ascii value 'P' to binary,get the integer value of the binary value 'P',Returns the binary representation of P.,0.4,0.3333333333333333,1
os.path.exists(file_path),check whether file `file_path` exists,check if a directory `file_path` exists and create it if necessary,Check if file exists,0.4444444444444444,0.6,1
"re.search('name (.*)', s)",finding words in string `s` after keyword 'name',search for occurrences of regex pattern 'name(.*)' in string `s`,Search for name in string,0.4444444444444445,0.4615384615384615,1
len(dict_test) + sum(len(v) for v in dict_test.values()),get the number of all keys in the nested dictionary `dict_list`,sum the length of all values in a dictionary `dict_test`,Returns the total number of values in dict_test.,0.5217391304347826,0.4761904761904762,1
"item = re.sub(' ?\\([^)]+\\)', '', item)",Remove anything in parenthesis from string `item` with a regex,remove all occurrences of a regex pattern '(?\\([^)]+\\))' from a string,Get the item from the item string,0.5,0.3529411764705882,1
"if (not text.endswith(suffix)):
    return text
return text[:(len(text) - len(suffix))]",remove a substring `suffix` from the end of string `text`,check if string `text` ends with `suffix`,If text ends with suffix or suffix is not empty it is ignored.,0.3529411764705882,0.17391304347826086,1
list2 = [x for x in list1 if x],Create `list2` to contain the lists from list `list1` excluding the empty lists from `list1`,remove elements from list `list1` if the element is not in list `list2`,set list2 to list1,0.3571428571428571,0.31578947368421056,1
"[map(int, x.split('\t')) for x in s.rstrip().split('\r\n')]",split a string `s` at line breaks `\r\n`,"convert a string `x` containing multiple separators `,` into a list of integers",Convert a string to an array of integers,0.1904761904761905,0.23529411764705882,1
df[df.columns - ['T1_V6']],get all column name of dataframe `df` except for column 'T1_V6',select all columns in a dataframe `df` where the value of column 'T1_V,T1_V6 = > T1_V6,0.4615384615384615,0.25,1
"struct.unpack('>q', s)[0]",convert bytes string `s`  to an unsigned integer,convert a binary string `s` to a float number,unpacks a signed integer into a struct,0.47058823529411764,0.13333333333333333,1
"sorted(list(range(len(a))), key=lambda i: a[i])[-2:]",get index of the biggest 2 values of a list `a`,Sort list `a` in ascending order based on the length of its elements,Returns a sorted list of the elements in a.,0.33333333333333337,0.5,1
N.shape(a),get the dimensions of numpy array `a`,get the size of array `a`,N. shape,0.7692307692307692,0.0,1
"exec(compile(open('filename.py').read(), 'filename.py', 'exec'))",execute file 'filename.py',execute a function `filename.py` in the same directory as a python,Compiles the Python file at filename. py and executes it.,0.375,0.4285714285714285,1
