input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
"[(v, k) for k, v in a.items()]",convert python 2 dictionary `a` to a list of tuples where the value is the first tuple element and the key is the second tuple element,get a list of all the items from a dictionary `a` where the key is between the,Returns a list of the values in a.,0.5116279069767442,0.29411764705882354,1
sorted(data.values()),Sort a dictionary `data` by its values,How to sort a dictionary in python by values when the value is a list and I,Returns a sorted list of all the keys in the data.,0.4166666666666667,0.2222222222222222,1
""""""""""""".join(c for c in my_string if c.isdigit())",get digits in string `my_string`,Convert a string of numbers `my_string` into a string of numbers,Join the string with the characters in my_string.,0.3333333333333333,0.5333333333333333,1
my_list.append(12),Insert item `12` to a list `my_list`,append `12` to list `my_list` of values,Add 12 to my list,0.625,0.6153846153846154,1
sys.exit(),terminate the program,Exit script,Exit the program.,0.0,0.6666666666666666,1
"c.execute(""INSERT INTO test VALUES (?, 'bar')"", (testfield,))",insert data from a string `testfield` to sqlite db `c`,Insert a 'bar' value into a SQLite3 table.,Insert bar into test table,0.22222222222222224,0.13333333333333333,1
"if ('key1' in dict):
    pass",Check if a given key 'key1' exists in dictionary `dict`,check if string 'key1' is in dictionary `dict`,if key1 is not in dict then assume it is a phrase,0.6666666666666665,0.45454545454545453,1
"x = map(int, x.split())",change a string of integers `x` separated by spaces to a list of int,Converting string lists `x` to list,x = x. split,0.4,0.11764705882352941,1
"browser.find_elements_by_xpath(""//*[@type='submit']/@value"").text","get the text of multiple elements found by xpath ""//*[@type='submit']/@value""",find all elements in a Python Selenium Python Selenium?,Finds all elements in the page that match the xpath.,0.09523809523809525,0.2727272727272727,1
"re.sub('(?<=[a-z])\\r?\\n', ' ', textblock)",remove line breaks from string `textblock` using regex,lower-case the string obtained by replacing the occurrences of regex pattern '(?<=[a-,Remove all non - ASCII characters from a string.,0.1904761904761905,0.375,1
"re.findall('([0-9]+|[A-Z])', '20M10000N80M')",separate numbers and characters in string '20M10000N80M',find all occurrences of a substring `[0-9]+[^A-,Find all the characters that are valid,0.0,0.14285714285714285,1
"pd.DataFrame(df.columns[np.argsort(df.values)], df.index, np.unique(df.values))",Sort the values of the dataframe `df` and align the columns accordingly based on the obtained indices after np.argsort.,create a pandas dataframe of values from a column `df.columns`,Returns a DataFrame with the columns of the DataFrame sorted by the highest priority.,0.3225806451612903,0.3529411764705882,1
print('%.3f' % 3.1415),printing numbers rounding up to third decimal place,limit float 3.1415 to two decimal points,Print 3. 1415%,0.25,0.0,1
"e = root.xpath('.//a[contains(text(),""TEXT A"")]')","find element `a` that contains string ""TEXT A"" in file `root`",Get all `a` tags where the text contains value `some text` using regex,Find the first element that contains text.,0.24999999999999994,0.5555555555555556,1
"[i[0] for i in re.findall('((\\d)(?:[()]*\\2*[()]*)*)', s)]",use regular expression '((\\d)(?:[()]*\\2*[()]*)*)' to split string `s`,get a list of all the values from a string 'ttt',Find all the elements in the document.,0.09999999999999999,0.0,1
"subprocess.call(['shutdown', '/a '])",abort a computer shutdown using subprocess,"call a function `a` with parameters `['shutdown', 'a']` in a",Shuts down the server and then shuts down it.,0.25,0.0,1
my_list = [],declare an array,create list `my_list` of tuples `my_list` of tuples,This is a simple helper function to set the list of items to be displayed in the UI.,0.0,0.0,1
"[(k, v) for k, v in a.items()]",convert a python dictionary 'a' to a list of tuples,get a list of all the items from a dictionary `a` if the key contains the string,Returns a list of all the keys and values in a.,0.4444444444444445,0.380952380952381,1
"df.xs('sat', level='day', drop_level=False)",add a column 'day' with value 'sat' to dataframe `df`,add column'sat' to index of dataframe `df` with level of 'day' and,Drops all saturday values.,0.6956521739130435,0.0,1
"T2 = [map(int, x) for x in T1]",convert items in `T1` to integers,converting string lists `T2` to list of integers,T2 = T1 + x,0.28571428571428575,0.2222222222222222,1
"sorted(list_of_dct, key=lambda x: order.index(list(x.values())[0]))",sort a list of dictionaries `list_of_dct` by values in an order `order`,sort a list of dictionaries `list_of_dct` by values in descending order,Returns a sorted list of the DCTs.,0.888888888888889,0.2857142857142857,1
{i: a[i] for i in a if (i != 0)},Delete an element 0 from a dictionary `a`,extract dictionary from a list of dictionaries `a` where the keys are present in string `a,Returns a copy of the array,0.3333333333333333,0.14285714285714288,1
df['stats'].apply(pd.Series),Unpack column 'stats' in dataframe `df` into a series of columns,"pandas: change all the values of a column'stats' into ""int(str(",Stats for the DataFrame.,0.43478260869565216,0.26666666666666666,1
time.mktime(dt.timetuple()) + dt.microsecond / 1000000.0,Convert a datetime object `dt` to microtime,convert datetime object `dt.timetuple` into a dictionary,Create a new time based on the given time.,0.6666666666666666,0.125,1
soup.select('div[id$=_answer]'),BeautifulSoup select 'div' elements with an id attribute value ending with sub-string '_answer' in HTML parsed string `soup`,select `div` tags whose `id`s begin with `_answer`,Select the answer.,0.35714285714285715,0.18181818181818182,1
df.write.csv('mycsv.csv'),Write DataFrame `df` to csv file 'mycsv.csv',write column'mycsv' to csv file'mycsv.csv' with column ',Write a CSV file to disk,0.6666666666666665,0.5714285714285715,1
"re.search('name (.*)', s)",finding words in string `s` after keyword 'name',search for string `s` in a regular expression,Search for name in string,0.375,0.4615384615384615,1
os.system(command),execute a command `command ` in the terminal from a python script,get the path of the command `command`,Runs the command on the system.,0.33333333333333326,0.23529411764705885,1
"cursor.execute('INSERT INTO table (`column1`) VALUES (%s)', (value,))",insert row into mysql database with column 'column1' set to the value `value`,Insert a 'None' value into a SQLite3 table.,Insert the row into the table.,0.2857142857142857,0.42105263157894735,1
"dict((k.lower(), v.lower()) for k, v in {'My Key': 'My Value'}.items())","Convert each key,value pair in a dictionary `{'My Key': 'My Value'}` to lowercase",lowercase a dictionary `e` in ascending order based on second elements of its values,Returns a dictionary of lower case keys and values.,0.2857142857142857,0.17391304347826086,1
"df.fillna(df.mean(axis=1), axis=1)",replacing nan in the dataframe `df` with row average,replace all the nan values with 1 in a pandas dataframe `df`,Fill missing values with mean.,0.5714285714285715,0.14285714285714285,1
"if hasattr(a, 'property'):
    pass",check if object `a` has property 'property',check if object `a` has property 'property',if a is a property or not,1.0,0.42857142857142855,1
list(d.values()),Retrieve list of values from dictionary 'd',get keys and values of dictionary `d`,Returns a list of all the keys in the dictionary.,0.5714285714285714,0.3529411764705882,1
"dict(zip(my_list, map(my_dictionary.get, my_list)))",get key-value pairs in dictionary `my_dictionary` for all keys in list `my_list` in the order they appear in `my_list`,Create a dictionary from list of tuples `my_list`,Returns a dictionary with all the items in my_list.,0.25,0.36363636363636365,1
df.groupby(df.index.map(lambda t: t.minute)),group dataframe `df` based on minute interval,filter dataframe `df` by sub-level index '0630' in pandas,Group by index,0.23529411764705882,0.2,1
"new_dict = {k: v for k, v in zip(keys, values)}",map two lists `keys` and `values` into a dictionary,Create a dictionary `new_dict` from list of key value pairs `iterable`,Create a new dictionary with all keys and values.,0.1904761904761905,0.5555555555555556,1
"json.dumps(your_data, ensure_ascii=False)",convert python dictionary `your_data` to json array,serialize a dictionary `your_data` to a json object,Return a JSON string with the data in your_data.,0.5882352941176471,0.33333333333333326,1
df['Cat1'].fillna(df['Cat2']),fill missing value in one column 'Cat1' with the value of another column 'Cat2',"replace values `['cat1', 'Bull', 'Cull' in a",Fill missing values in the DataFrame.,0.19047619047619047,0.4,1
"isinstance(s, str)",check if type of variable `s` is a string,check if string `s` is a string,Checks if s is an instance of str.,0.75,0.47058823529411764,1
"int('{:08b}'.format(n)[::-1], 2)",revers correlating bits of integer `n`,convert 3652458 to integer,N = > N,0.2,0.25,1
"myDict = {key: val for key, val in list(myDict.items()) if val != 42}",remove items from dictionary `myDict` if the item's value `val` is equal to 42,create a dictionary `myDict` from list of key value pairs `myList`,This is a simple wrapper around the list of dictionaries.,0.30769230769230765,0.16,1
"url.rsplit('/', 1)[-1]",get everything after last slash in a url stored in variable 'url',return the last part of a url `url`,Remove the protocol from the url,0.4,0.1111111111111111,1
"user = models.ForeignKey('User', unique=True)",django create a foreign key column `user` and link it to table 'User',PK-11 is currently in model `user`,User model.,0.1,0.13333333333333336,1
"subprocess.call('sleep.sh', shell=True)",running bash script 'sleep.sh',execute Shell Script from python with variable,Sleeps the current process.,0.16666666666666666,0.0,1
"re.sub('^[A-Z0-9]*(?![a-z])', '', string)",python regex - check for a capital letter with a following lowercase in string `string`,remove periods inbetween capital letters that aren't immediately preceeded by word character(s),Remove all non - alphanumeric characters from the string.,0.07142857142857142,0.09090909090909091,1
"pd.concat([df, pd.get_dummies(df, '', '').astype(int)], axis=1)[order]",binarize the values in columns of list `order` in a pandas data frame,get a list of dataframes from a pandas dataframe `df` with columns `name` and,concatenate df and dumpsmies,0.3703703703703704,0.0,1
driver.page_source,Selenium get the entire `driver` page text,get the source of a Selenium driver `driver`,Returns the source of the page.,0.5333333333333333,0.30769230769230765,1
df.ix[:-1],return dataframe `df` with last row dropped,get a new column `-1` in pandas data frame `df`,df. ix.,0.11764705882352941,0.22222222222222224,1
df.reset_index().groupby('A')['index'].apply(np.array),find consecutive segments from a column 'A' in a pandas data frame 'df',reset index to default in dataframe `df`,Reset index of DataFrame to default index.,0.2,0.0,1
"datetime.strptime('2010-11-13 10:33:54.227806', '%Y-%m-%d %H:%M:%S.%f')",convert a DateTime string back to a DateTime object of format '%Y-%m-%d %H:%M:%S.%f',convert a date string '2010-11-13 10:33PM' to a datetime,2016 - 11 - 13,0.4,0.0,1
"int('1,000,000'.replace(',', ''))","parse a comma-separated string number '1,000,000' into int","convert a string `1,000,000` with dot and comma into a",1 2 3 4 5 5 6 6 7,0.6086956521739131,0.09999999999999999,1
"[int(s) for s in re.findall('\\b\\d+\\b', ""he33llo 42 I'm a 32 string 30"")]",Python: Extract numbers from a string,find all digits in a string `s` as elements,Returns all integer values found in the re.,0.26666666666666666,0.0,1
